game,second,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
3,202,1,0,0,,0,0,1,0,1,1
3,203,1,0,0,,0,0,1,0,1,1
3,204,1,0,0,,0,0,1,0,1,1
3,205,1,0,0,,0,0,1,0,1,1
3,206,1,0,0,,0,0,1,0,1,1
3,207,1,0,0,,0,0,1,0,1,1
3,208,1,0,0,,0,0,1,0,1,1
3,209,1,0,0,,0,0,1,0,1,1
3,210,1,0,0,,0,0,1,0,1,1
3,211,1,0,0,,0,0,1,0,1,1
3,212,1,0,0,,0,0,1,0,1,1
3,213,1,0,0,,0,0,1,0,1,1
3,214,1,0,0,,0,0,1,0,1,1
3,215,1,0,0,,0,0,1,0,1,1
3,216,1,0,0,,0,0,1,0,1,1
3,217,1,0,0,,0,0,1,0,1,1
3,218,1,0,0,,0,0,1,0,1,1
3,219,1,0,0,,0,0,1,0,1,1
3,220,1,0,0,,0,0,1,0,1,1
3,221,1,0,0,,0,0,1,0,1,1
3,222,1,0,0,,0,0,1,0,1,1
3,223,1,0,0,,0,0,1,0,1,1
3,224,1,0,0,,0,0,1,0,1,1
3,225,1,0,0,,0,0,1,0,1,1
3,226,1,0,0,,0,0,1,0,1,1
3,227,1,0,0,,0,0,1,0,1,1
3,228,1,0,0,,0,0,1,0,1,1
3,229,1,0,0,,0,0,1,0,1,1
3,230,1,0,0,,0,0,1,0,1,1
3,231,1,0,0,,0,0,1,0,1,1
3,232,1,0,0,,0,0,1,0,1,1
3,233,1,0,0,,0,0,1,0,1,1
3,234,1,0,0,,0,0,1,0,1,1
3,235,1,0,0,,0,0,1,0,1,1
3,236,1,0,0,,0,0,1,0,1,1
3,237,1,0,0,,0,0,1,0,1,1
3,238,1,0,0,,0,0,1,0,1,1
3,239,1,0,0,,0,0,1,0,1,1
3,240,1,0,0,,0,0,1,0,1,1
3,241,1,0,0,,0,0,1,0,1,1
3,242,1,0,0,,0,0,1,0,1,1
3,243,1,0,0,,0,0,1,0,1,1
3,244,1,0,0,,0,0,1,0,1,1
3,245,1,0,0,,0,0,1,0,1,1
3,246,1,0,0,,0,0,1,0,1,1
3,247,1,0,0,,0,0,1,0,1,1
3,248,1,0,0,,0,0,1,0,1,1
3,249,1,0,0,,0,0,1,0,1,1
3,250,1,0,0,,0,0,1,0,1,1
3,251,1,0,0,,0,0,1,0,1,1
3,252,1,0,0,,0,0,1,0,1,1
3,253,1,0,0,,0,0,1,0,1,1
3,254,1,0,0,,0,0,1,0,1,1
3,255,1,0,0,,0,0,1,0,1,1
3,256,1,0,0,,0,0,1,0,1,1
3,257,1,0,0,,0,0,1,0,1,1
3,258,1,0,0,,0,0,1,0,1,1
3,259,1,0,0,,0,0,1,0,1,1
3,260,1,0,0,,0,0,1,0,1,1
3,261,1,0,0,,0,0,1,0,1,1
3,262,1,0,0,,0,0,1,0,1,1
3,263,1,0,0,,0,0,1,0,1,1
3,264,1,0,0,,0,0,1,0,1,1
3,265,1,0,0,,0,0,1,0,1,1
3,266,1,0,0,,0,0,1,0,1,1
3,267,1,0,0,,0,0,1,0,1,1
3,268,1,0,0,,0,0,1,0,1,1
3,269,1,0,0,,0,0,1,0,1,1
3,270,1,0,0,,0,0,1,0,1,1
3,271,1,0,0,,0,0,1,0,1,1
3,272,1,0,0,,0,0,1,0,1,1
3,273,1,0,0,,0,0,1,0,1,1
3,274,1,0,0,,0,0,1,0,1,1
3,275,1,0,0,,0,0,1,0,1,1
3,276,1,0,0,,0,0,1,0,1,1
3,277,1,0,0,,0,0,1,0,1,1
3,278,1,0,0,,0,0,1,0,1,1
3,279,1,0,0,,0,0,1,0,1,1
3,280,1,0,0,,0,0,1,0,1,1
3,281,1,0,0,,0,0,1,0,1,1
3,282,1,0,0,,0,0,1,0,1,1
3,283,1,0,0,,0,0,1,0,1,1
3,284,1,0,0,,0,0,1,0,1,1
3,285,1,0,0,,0,0,1,0,1,1
3,286,1,0,0,,0,0,1,0,1,1
3,287,1,0,0,,0,0,1,0,1,1
3,288,1,0,0,,0,0,1,0,1,1
3,289,1,0,0,,0,0,1,0,1,1
3,290,1,0,0,,0,0,1,0,1,1
3,291,1,0,0,,0,0,1,0,1,1
3,292,1,0,0,,0,0,1,0,1,1
3,293,1,0,0,,0,0,1,0,1,1
3,294,1,0,0,,0,0,1,0,1,1
3,295,1,0,0,,0,0,1,0,1,1
3,296,1,0,0,,0,0,1,0,1,1
3,297,1,0,0,,0,0,1,0,1,1
3,298,1,0,0,,0,0,1,0,1,1
3,299,1,0,0,,0,0,1,0,1,1
3,300,1,0,0,,0,0,1,0,1,1
3,301,1,0,0,,0,0,1,0,1,1
3,302,1,0,0,,0,0,1,0,1,1
3,303,1,0,0,,0,0,1,0,1,1
3,304,1,0,0,,0,0,1,0,1,1
3,305,1,0,0,,0,0,1,0,1,1
3,306,1,0,0,,0,0,1,0,1,1
3,307,1,0,0,,0,0,1,0,1,1
3,308,1,0,0,,0,0,1,0,1,1
3,309,1,0,0,,0,0,1,0,1,1
3,310,1,0,0,,0,0,1,0,1,1
3,311,1,0,0,,0,0,1,0,1,1
3,312,1,0,0,,0,0,1,0,1,1
3,313,1,0,0,,0,0,1,0,1,1
3,314,1,0,0,,0,0,1,0,1,1
3,315,1,0,0,,0,0,1,0,1,1
3,316,1,0,0,,0,0,1,0,1,1
3,317,1,0,0,,0,0,1,0,1,1
3,318,1,0,0,,0,0,1,0,1,1
3,319,1,0,0,,0,0,1,0,1,1
3,320,1,0,0,,0,0,1,0,1,1
3,321,1,0,0,,0,0,1,0,1,1
3,322,1,0,0,,0,0,1,0,1,1
3,323,1,0,0,,0,0,1,0,1,1
3,324,1,0,0,,0,0,1,0,1,1
3,325,1,0,0,,0,0,1,0,1,1
3,326,1,0,0,,0,0,1,0,1,1
3,327,1,0,0,,0,0,1,0,1,1
3,328,1,0,0,,0,0,1,0,1,1
3,329,1,0,0,,0,0,1,0,1,1
3,330,1,0,0,,0,0,1,0,1,1
3,331,1,0,0,,0,0,1,0,1,1
3,332,1,0,0,,0,0,1,0,1,1
3,333,1,0,0,,0,0,1,0,1,1
3,334,1,0,0,,0,0,1,0,1,1
3,335,1,0,0,,0,0,1,0,1,1
3,336,1,0,0,,0,0,1,0,1,1
3,337,1,0,0,,0,0,1,0,1,1
3,338,1,0,0,,0,0,1,0,1,1
3,339,1,0,0,,0,0,1,0,1,1
3,340,1,0,0,,0,0,1,0,1,1
3,341,1,0,0,,0,0,1,0,1,1
3,342,1,0,0,,0,0,1,0,1,1
3,343,1,0,0,,0,0,1,0,1,1
3,344,1,0,0,,0,0,1,0,1,1
3,345,1,0,0,,0,0,1,0,1,1
3,346,1,0,0,,0,0,1,0,1,1
3,347,1,0,0,,0,0,1,0,1,1
3,348,1,0,0,,0,0,1,0,1,1
3,349,1,0,0,,0,0,1,0,1,1
3,350,1,0,0,,0,0,1,0,1,1
3,351,1,0,0,,0,0,1,0,1,1
3,352,1,0,0,,0,0,1,0,1,1
3,353,1,0,0,,0,0,1,0,1,1
3,354,1,0,0,,0,0,1,0,1,1
3,355,1,0,0,,0,0,1,0,1,1
3,356,1,0,0,,0,0,1,0,1,1
3,357,1,0,0,,0,0,1,0,1,1
3,358,1,0,0,,0,0,1,0,1,1
3,359,1,0,0,,0,0,1,0,1,1
3,360,1,0,0,,0,0,1,0,1,1
3,361,1,0,0,,0,0,1,0,1,1
3,362,1,0,0,,0,0,1,0,1,1
3,363,1,0,0,,0,0,1,0,1,1
3,364,1,0,0,,0,0,1,0,1,1
3,365,1,0,0,,0,0,1,0,1,1
3,366,1,0,0,,0,0,1,0,1,1
3,367,1,0,0,,0,0,1,0,1,1
3,368,1,0,0,,0,0,1,0,1,1
3,369,1,0,0,,0,0,1,0,1,1
3,370,1,0,0,,0,0,1,0,1,1
3,371,1,0,0,,0,0,1,0,1,1
3,372,1,0,0,,0,0,1,0,1,1
3,373,1,0,0,,0,0,1,0,1,1
3,374,1,0,0,,0,0,1,0,1,1
3,375,1,0,0,,0,0,1,0,1,1
3,376,1,0,0,,0,0,1,0,1,1
3,377,1,0,0,,0,0,1,0,1,1
3,378,1,0,0,,0,0,1,0,1,1
3,379,1,0,0,,0,0,1,0,1,1
3,380,1,0,0,,0,0,1,0,1,1
3,381,1,0,0,,0,0,1,0,1,1
3,382,1,0,0,,0,0,1,0,1,1
3,383,1,0,0,,0,0,1,0,1,1
3,384,1,0,0,,0,0,1,0,1,1
3,385,1,0,0,,0,0,1,0,1,1
3,386,1,0,0,,0,0,1,0,1,1
3,387,1,0,0,,0,0,1,0,1,1
3,388,1,0,0,,0,0,1,0,1,1
3,389,1,0,0,,0,0,1,0,1,1
3,390,1,0,0,,0,0,1,0,1,1
3,391,1,0,0,,0,0,1,0,1,1
3,392,1,0,0,,0,0,1,0,1,1
3,393,1,0,0,,0,0,1,0,1,1
3,394,1,0,0,,0,0,1,0,1,1
3,395,1,0,0,,0,0,1,0,1,1
3,396,1,0,0,,0,0,1,0,1,1
3,397,1,0,0,,0,0,1,0,1,1
3,398,1,0,0,,0,0,1,0,1,1
3,399,1,0,0,,0,0,1,0,1,1
3,400,1,0,0,,0,0,1,0,1,1
3,401,1,0,0,,0,0,1,0,1,1
3,402,1,0,0,,0,0,1,0,1,1
3,403,1,0,0,,0,0,1,0,1,1
3,404,1,0,0,,0,0,1,0,1,1
3,405,1,0,0,,0,0,1,0,1,1
3,406,1,0,0,,0,0,1,0,1,1
3,407,1,0,0,,0,0,1,0,1,1
3,408,1,0,0,,0,0,1,0,1,1
3,409,1,0,0,,0,0,1,0,1,1
3,410,1,0,0,,0,0,1,0,1,1
3,411,1,0,0,,0,0,1,0,1,1
3,412,1,0,0,,0,0,1,0,1,1
3,413,1,0,0,,0,0,1,0,1,1
3,414,1,0,0,,0,0,1,0,1,1
3,415,1,0,0,,0,0,1,0,1,1
3,416,1,0,0,,0,0,1,0,1,1
3,417,1,0,0,,0,0,1,0,1,1
3,418,1,0,0,,0,0,1,0,1,1
3,419,1,0,0,,0,0,1,0,1,1
3,420,1,0,0,,0,0,1,0,1,1
3,421,1,0,0,,0,0,1,0,1,1
3,422,1,0,0,,0,0,1,0,1,1
3,423,1,0,0,,0,0,1,0,1,1
3,424,1,0,0,,0,0,1,0,1,1
3,425,1,0,0,,0,0,1,0,1,1
3,426,1,0,0,,0,0,1,0,1,1
3,427,1,0,0,,0,0,1,0,1,1
3,428,1,0,0,,0,0,1,0,1,1
3,429,1,0,0,,0,0,1,0,1,1
3,430,1,0,0,,0,0,1,0,1,1
3,431,1,0,0,,0,0,1,0,1,1
3,432,1,0,0,,0,0,1,0,1,1
3,433,1,0,0,,0,0,1,0,1,1
3,434,1,0,0,,0,0,1,0,1,1
3,435,1,0,0,,0,0,1,0,1,1
3,436,1,0,0,,0,0,1,0,1,1
3,437,1,0,0,,0,0,1,0,1,1
3,438,1,0,0,,0,0,1,0,1,1
3,439,1,0,0,,0,0,1,0,1,1
3,440,1,0,0,,0,0,1,0,1,1
3,441,1,0,0,,0,0,1,0,1,1
3,442,1,0,0,,0,0,1,0,1,1
3,443,1,0,0,,0,0,1,0,1,1
3,444,1,0,0,,0,0,1,0,1,1
3,445,1,0,0,,0,0,1,0,1,1
3,446,1,0,0,,0,0,1,0,1,1
3,447,1,0,0,,0,0,1,0,1,1
3,448,1,0,0,,0,0,1,0,1,1
3,449,1,0,0,,0,0,1,0,1,1
3,450,1,0,0,,0,0,1,0,1,1
3,451,1,0,0,,0,0,1,0,1,1
3,452,1,0,0,,0,0,1,0,1,1
3,453,1,0,0,,0,0,1,0,1,1
3,454,1,0,0,,0,0,1,0,1,1
3,455,1,0,0,,0,0,1,0,1,1
3,456,1,0,0,,0,0,1,0,1,1
3,457,1,0,0,,0,0,1,0,1,1
3,458,1,0,0,,0,0,1,0,1,1
3,459,1,0,0,,0,0,1,0,1,1
3,460,1,0,0,,0,0,1,0,1,1
3,461,1,0,0,,0,0,1,0,1,1
3,462,1,0,0,,0,0,1,0,1,1
3,463,0,0,1,,1,0,1,0,1,1
3,464,0,0,1,,1,0,1,0,1,1
3,465,0,0,1,,1,0,1,0,1,1
3,466,0,0,1,,1,0,1,0,1,1
3,467,0,0,1,,1,0,1,0,1,1
3,468,0,0,1,,1,0,1,0,1,1
3,469,0,0,1,,1,0,1,0,1,1
3,470,0,0,1,,1,0,1,0,1,1
3,471,0,0,1,,1,0,1,0,1,1
3,472,0,0,1,,1,0,1,0,1,1
3,473,0,0,1,,1,0,1,0,1,1
3,474,0,0,1,,1,0,1,0,1,1
3,475,0,0,1,,1,0,1,0,1,1
3,476,0,0,1,,1,0,1,0,1,1
3,477,0,0,1,,1,0,1,0,1,1
3,478,0,0,1,,1,0,1,0,1,1
3,479,0,0,1,,1,0,1,0,1,1
3,480,0,0,1,,1,0,1,0,1,1
3,481,0,0,1,,1,0,1,0,1,1
3,482,0,0,1,,1,0,1,0,1,1
3,483,0,0,1,,1,0,1,0,1,1
3,484,0,0,1,,1,0,1,0,1,1
3,485,0,0,1,,1,0,1,0,1,1
3,486,0,0,1,,1,0,1,0,1,1
3,487,0,0,1,,1,0,1,0,1,1
3,488,0,0,1,,1,0,1,0,1,1
3,489,0,0,1,,1,0,1,0,1,1
3,490,0,0,1,,1,0,1,0,1,1
3,491,0,0,1,,1,0,1,0,1,1
3,492,0,0,1,,1,0,1,0,1,1
3,493,0,0,1,,1,0,1,0,1,1
3,494,0,0,1,,1,0,1,0,1,1
3,495,0,0,1,,1,0,1,0,1,1
3,496,0,0,1,,1,0,1,0,1,1
3,497,0,0,1,,1,0,1,0,1,1
3,498,0,0,1,,1,0,1,0,1,1
3,499,0,0,1,,1,0,1,0,1,1
3,500,0,0,1,,1,0,1,0,1,1
3,501,0,0,1,,1,0,1,0,1,1
3,502,0,0,1,,1,0,1,0,1,1
3,503,0,0,1,,1,0,1,0,1,1
3,504,0,0,1,,1,0,1,0,1,1
3,505,0,0,1,,1,0,1,0,1,1
3,506,0,0,1,,1,0,1,0,1,1
3,507,0,0,1,,1,0,1,0,1,1
3,508,0,0,1,,1,0,1,0,1,1
3,509,0,0,1,,1,0,1,0,1,1
3,510,0,0,1,,1,0,1,0,1,1
3,511,0,0,1,,1,0,1,0,1,1
3,512,0,0,1,,1,0,1,0,1,1
3,513,0,0,1,,1,0,1,0,1,1
3,514,0,0,1,,1,0,1,0,1,1
3,515,0,0,1,,1,0,1,0,1,1
3,516,0,0,1,,1,0,1,0,1,1
3,517,0,0,1,,1,0,1,0,1,1
3,518,0,0,1,,1,0,1,0,1,1
3,519,0,0,1,,1,0,1,0,1,1
3,520,0,0,1,,1,0,1,0,1,1
3,521,0,0,1,,1,0,1,0,1,1
3,522,0,0,1,,1,0,1,0,1,1
3,523,0,0,1,,1,0,1,0,1,1
3,524,0,0,1,,1,0,1,0,1,1
3,525,0,0,1,,1,0,1,0,1,1
3,526,0,0,1,,1,0,1,0,1,1
3,527,0,0,1,,1,0,1,0,1,1
3,528,0,0,1,,1,0,1,0,1,1
3,529,0,0,1,,1,0,1,0,1,1
3,530,0,0,1,,1,0,1,0,1,1
3,531,0,0,1,,1,0,1,0,1,1
3,532,0,0,1,,1,0,1,0,1,1
3,533,0,0,1,,1,0,1,0,1,1
3,534,0,0,1,,1,0,1,0,1,1
3,535,0,0,1,,1,0,1,0,1,1
3,536,0,0,1,,1,0,1,0,1,1
3,537,0,0,1,,1,0,1,0,1,1
3,538,0,0,1,,1,0,1,0,1,1
3,539,0,0,1,,1,0,1,0,1,1
3,540,0,0,1,,1,0,1,0,1,1
3,541,0,0,1,,1,0,1,0,1,1
3,542,0,0,1,,1,0,1,0,1,1
3,543,0,0,1,,1,0,1,0,1,1
3,544,0,0,1,,1,0,1,0,1,1
3,545,0,0,1,,1,0,1,0,1,1
3,546,0,0,1,,1,0,1,0,1,1
3,547,0,0,1,,1,0,1,0,1,1
3,548,0,0,1,,1,0,1,0,1,1
3,549,0,0,1,,1,0,1,0,1,1
3,550,0,0,1,,1,0,1,0,1,1
3,551,0,0,1,,1,0,1,0,1,1
3,552,0,0,1,,1,0,1,0,1,1
3,553,0,0,1,,1,0,1,0,1,1
3,554,0,0,1,,1,0,1,0,1,1
3,555,0,0,1,,1,0,1,0,1,1
3,556,0,0,1,,1,0,1,0,1,1
3,557,0,0,1,,1,0,1,0,1,1
3,558,0,0,1,,1,0,1,0,1,1
3,559,0,0,1,,1,0,1,0,1,1
3,560,0,0,1,,1,0,1,0,1,1
3,561,0,0,1,,1,0,1,0,1,1
3,562,0,0,1,,1,0,1,0,1,1
3,563,0,0,1,,1,0,1,0,1,1
3,564,0,0,1,,1,0,1,0,1,1
3,565,0,0,1,,1,0,1,0,1,1
3,566,0,0,1,,1,0,1,0,1,1
3,567,0,0,1,,1,0,1,0,1,1
3,568,0,0,1,,1,0,1,0,1,1
3,569,0,0,1,,1,0,1,0,1,1
3,570,0,0,1,,1,0,1,0,1,1
3,571,0,0,1,,1,0,1,0,1,1
3,572,0,0,1,,1,0,1,0,1,1
3,573,0,0,1,,1,0,1,0,1,1
3,574,0,0,1,,1,0,1,0,1,1
3,575,0,0,1,,1,0,1,0,1,1
3,576,0,0,1,,1,0,1,0,1,1
3,577,0,0,1,,1,0,1,0,1,1
3,578,0,0,1,,1,0,1,0,1,1
3,579,0,0,1,,1,0,1,0,1,1
3,580,0,0,1,,1,0,1,0,1,1
3,581,0,0,1,,1,0,1,0,1,1
3,582,0,0,1,,1,0,1,0,1,1
3,583,0,0,1,,1,0,1,0,1,1
3,584,0,0,1,,1,0,1,0,1,1
3,585,0,0,1,,1,0,1,0,1,1
3,586,0,0,1,,1,0,1,0,1,1
3,587,0,0,1,,1,0,1,0,1,1
3,588,0,0,1,,1,0,1,0,1,1
3,589,0,0,1,,1,0,1,0,1,1
3,590,0,0,1,,1,0,1,0,1,1
3,591,0,0,1,,1,0,1,0,1,1
3,592,0,0,1,,1,0,1,0,1,1
3,593,0,0,1,,1,0,1,0,1,1
3,594,0,0,1,,1,0,1,0,1,1
3,595,0,0,1,,1,0,1,0,1,1
3,596,0,0,1,,1,0,1,0,1,1
3,597,0,0,1,,1,0,1,0,1,1
3,598,0,0,1,,1,0,1,0,1,1
3,599,0,0,1,,1,0,1,0,1,1
3,600,0,0,1,,1,0,1,0,1,1
3,601,0,0,1,,1,0,1,0,1,1
3,602,0,0,1,,1,0,1,0,1,1
3,603,0,0,1,,1,0,1,0,1,1
3,604,0,0,1,,1,0,1,0,1,1
3,605,0,0,1,,1,0,1,0,1,1
3,606,0,0,1,,1,0,1,0,1,1
